id,fecha,usuario,texto,tema,sentimiento,likes,reposts,texto_rag
2958,2022-07-23,user_534,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,negativo,2479,1553,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
2959,2024-02-29,user_96856,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Generación Z y crisis de sentido,positivo,14241,191,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
2960,2023-02-03,user_40393,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,IA y pérdida de autonomía humana,positivo,16083,2273,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
2961,2023-09-02,user_86389,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,positivo,8599,2562,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
2962,2024-05-11,user_49477,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,positivo,10950,1451,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
2963,2022-06-27,user_8220,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,positivo,10812,3180,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
2964,2023-01-19,user_52194,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,neutral,13138,2112,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
2965,2023-08-19,user_79571,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.,Cultura de lo efímero y proyectos de vida,neutral,18612,476,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.
2966,2023-07-11,user_65378,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,negativo,10910,1873,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
2967,2024-05-18,user_98493,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.,IA y pérdida de autonomía humana,neutral,18765,4270,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.
2968,2023-07-31,user_1054,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,IA y pérdida de autonomía humana,positivo,14045,3261,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
2969,2023-08-17,user_89351,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?",Cultura de lo efímero y proyectos de vida,positivo,2985,3068,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?"
2970,2023-06-02,user_65116,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",IA y pérdida de autonomía humana,negativo,8270,4380,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
2971,2023-11-25,user_6057,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Generación Z y crisis de sentido,neutral,3783,1970,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
2972,2022-04-10,user_26310,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",IA y pérdida de autonomía humana,positivo,11384,3565,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
2973,2022-08-26,user_73540,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Generación Z y crisis de sentido,neutral,16252,4524,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
2974,2023-06-06,user_81181,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.",IA y pérdida de autonomía humana,positivo,13761,380,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento."
2975,2023-07-05,user_83168,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Generación Z y crisis de sentido,positivo,8163,1591,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
2976,2022-03-01,user_83270,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.,Cultura de lo efímero y proyectos de vida,neutral,8521,3458,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.
2977,2022-02-10,user_17099,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Generación Z y crisis de sentido,positivo,13514,4323,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
2978,2023-11-26,user_88042,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.",Cultura de lo efímero y proyectos de vida,negativo,13051,3380,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento."
2979,2022-09-12,user_89061,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Generación Z y crisis de sentido,negativo,4412,1515,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2980,2023-12-07,user_22038,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,IA y pérdida de autonomía humana,neutral,10930,266,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2981,2023-08-31,user_55577,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Cultura de lo efímero y proyectos de vida,neutral,4733,4578,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
